HotelReviews,Labels,review_without_stopwords
"a decent place to stay. the people are nice enough, yet the atmosphere was not what i was expecting. the rooms were not very spacious, nor welcoming. so many places to eat, yet the food was very pricey and average. i would stay here again possibly, but i feel like i could find a better option for a better price.
",deceptive,"decent place stay. people nice enough, yet atmosphere expecting. rooms spacious, welcoming. many places eat, yet food pricey average. would stay possibly, feel like could find better option better price."
"the intercontinental chicago hotel terrible. first of all, the continental breakfast was a joke. the food was unhealthy and unsatisfactory. after our first night, we expected the maid to come clean up our room. we came back from site-seeing to find that our room was in the same condition we left it in. i will never go back to this hotel again.
",deceptive,"intercontinental chicago hotel terrible. first all, continental breakfast joke. food unhealthy unsatisfactory. first night, expected maid come clean room. came back site-seeing find room condition left in. never go back hotel again."
"when i first made reservations at the palmer house hilton, i was excited because of all the gorgeous pictures displayed on their website. little did i know it was going to be a total disaster. first off, my husband and i couldn't find the place. it was our first time in chicago after all. and when i would call for directions, they just kept putting me on hold. when my husband and i finally arrived, the bus boy was extremely rude. after man-handling our luggage, he held his hands out impatiently expecting a tip. talk about arrogant. the front desk clerk was a little too pushy. my husband and i were only staying one night just to attend my sister's wedding, but they kept trying to up-sell a suite when all we needed was a regular guest room. the room itself was okay, decorated so ornately that they are forced to jack up the price and take all that you're worth. they even had the nerve to try and say that we purchased some items from the ""snack bar"" and ordered a movie that i've never even heard of! completely unprofessional. i will never, i repeat, never stay at this hotel ever again.
",deceptive,"first made reservations palmer house hilton, excited gorgeous pictures displayed website. little know going total disaster. first off, husband find place. first time chicago all. would call directions, kept putting hold. husband finally arrived, bus boy extremely rude. man-handling luggage, held hands impatiently expecting tip. talk arrogant. front desk clerk little pushy. husband staying one night attend sister's wedding, kept trying up-sell suite needed regular guest room. room okay, decorated ornately forced jack price take worth. even nerve try say purchased items ""snack bar"" ordered movie i've never even heard of! completely unprofessional. never, repeat, never stay hotel ever again."
"i would not stay at this hotel again. the rooms had a fowl odor. it seemed as though the carpets have never been cleaned. the neighborhood was also less than desirable. the housekeepers seemed to be snooping around while they were cleaning the rooms. i will say that the front desk staff was friendly albeit slightly dimwitted.
",deceptive,would stay hotel again. rooms fowl odor. seemed though carpets never cleaned. neighborhood also less desirable. housekeepers seemed snooping around cleaning rooms. say front desk staff friendly albeit slightly dimwitted.
"i had an awful experience here. the staff were rude and unhelpful. it took forever to check in and when i did, they took a while to even find my reservation. when i got to the room, it was marginally clean and when i complained, they said they were full and could not do anything for me. i would never go back. they are obviously not worried about customer service.
",deceptive,"awful experience here. staff rude unhelpful. took forever check did, took even find reservation. got room, marginally clean complained, said full could anything me. would never go back. obviously worried customer service."
"grant it, this hotel seems very nice, but i was not at all pleased with my stay here. the customer service was horrible. i had to request more towels and washcloths several times before receiving them and my linen had not been replaced either. for as much as i paid to stay here, you'd think the least you'd get is an iron. not! i had to request an iron, too! in addition to all of the failed amenities, i was mistakenly charged twice for my stay and wasn't reimbursed until an entire week later. the next time i choose to visit chicago, swissotel will be the last place i think to stay.
",deceptive,"grant it, hotel seems nice, pleased stay here. customer service horrible. request towels washcloths several times receiving linen replaced either. much paid stay here, think least get iron. not! request iron, too! addition failed amenities, mistakenly charged twice stay reimbursed entire week later. next time choose visit chicago, swissotel last place think stay."
"i had wanted to stay in this hotel since i had heard about how historic it is and i was highly disappointed with my stay there. the room that i was given was dirty and when i went back to the front desk to inquire about it, they disregarded my concerns. it took them a very long time to get me a new room and they whole time they were very unprofessional and did not make me feel welcome. i did not stay in the hotel all night since the people in the rooms around mine were unruly and were making noises all night long. i left that night but not before demanding a refund.
",deceptive,"wanted stay hotel since heard historic highly disappointed stay there. room given dirty went back front desk inquire it, disregarded concerns. took long time get new room whole time unprofessional make feel welcome. stay hotel night since people rooms around mine unruly making noises night long. left night demanding refund."
"the millennium knickerbocker hotel has seen better days. i had fond memories of staying there when it was considered the finest hotel. i booked a room to celebrate a special occasion and found a highly-priced, not so great property. i had to look at five suites before i found one where the upholstered furniture was to my liking, some of the other rooms carpet was not clean, the refrigerator was dripping water, and the balcony was littered with cigarette butts. i finally settled for a room, only because the bellman was friendly and apologetic but as over priced as it was i should have turned around and walked out. i sent a letter to the management when i returned home, but it had been a month and i never received an answer. there are plenty of other places to spend your money. don't leave it at this hotel.
",deceptive,"millennium knickerbocker hotel seen better days. fond memories staying considered finest hotel. booked room celebrate special occasion found highly-priced, great property. look five suites found one upholstered furniture liking, rooms carpet clean, refrigerator dripping water, balcony littered cigarette butts. finally settled room, bellman friendly apologetic priced turned around walked out. sent letter management returned home, month never received answer. plenty places spend money. leave hotel."
"chicago is my favorite city visit. i wanted to share this special city with a new love and booked us a room at the swissotel. it is advertised as close to downtown and close to the museums of chicago. i wanted to share my new love. it was indeed close to the museums but to get to either the shopping district or the chicago art institute it was a long walk, full of detours, and it was not easy to grab a cab. while the rooms seemed to be luxuriously decorated the beds were uncomfortable and the rooms just were not very clean. the room service was slow, the food arrived cold, and the total experience was way so expensive for what we got. i do not think i have ever experienced the level of noise in such a ""grand hotel"" as the swissotel seems. i would not recommend the swissotel because disappointment, noise, and cold food should just not cost that much.
",deceptive,"chicago favorite city visit. wanted share special city new love booked us room swissotel. advertised close downtown close museums chicago. wanted share new love. indeed close museums get either shopping district chicago art institute long walk, full detours, easy grab cab. rooms seemed luxuriously decorated beds uncomfortable rooms clean. room service slow, food arrived cold, total experience way expensive got. think ever experienced level noise ""grand hotel"" swissotel seems. would recommend swissotel disappointment, noise, cold food cost much."
"i booked a room at swissotel chicago because i thought the price was reasonable, and at the base price it was; however, it ended up costing more than i had planned for, as you have to pay for parking and other amenities. the service was not very good, considering they market themselves as a luxury hotel. there was no one there to help us bring in our bags when we had a difficult time doing so, and the staff were cold. all in all, i would say it was an average experience... not luxurious like they claim it to be.
",deceptive,"booked room swissotel chicago thought price reasonable, base price was; however, ended costing planned for, pay parking amenities. service good, considering market luxury hotel. one help us bring bags difficult time so, staff cold. all, would say average experience... luxurious like claim be."
"while the hotel certainly seems to look beautiful, the hotel is actually far from it. even booking a room online was rather difficult, and i wasn't able to reach a representative upon calling any of the contact numbers. in general coming here is a bad decision despite how it looks, its a mistake i wont make again and you shouldn't either.
",deceptive,"hotel certainly seems look beautiful, hotel actually far it. even booking room online rather difficult, able reach representative upon calling contact numbers. general coming bad decision despite looks, mistake wont make either."
"superhigh bill at the millennium knickerbocker hotel chicago my wife and i decided to take a weekend getaway to celebrate our anniversary. i told my wife that i would take care of everything. i booked the millennium knickerbocker because it had a great location, it was reasonably priced for a 4 star hotel and had spa features. the hotel loby seemed nice enough and the staff seemed fine. the problems for us started when we went to our room. i have sinus problems, so i didn't notice the smell in our room, and my wife didn't say anything to me because she wanted to go with the flow and not ruin our weekend. we couldn't find the remote for our television and we didn't call down, we were trying to be good sports. we were both disappointed when we realized that our hotel didn't have a pool or hot tub, swimming and relaxing in a hot tub is one of the reasons we go on vacation. upon checking out i was hit was 250 dollar fee for smoking in our room. my wife and i don't smoke and there was nothing we could do to get out of the smoking fee. if that wasn't bad enough we were hit with a 50 fee for the missing remote control.
",deceptive,"superhigh bill millennium knickerbocker hotel chicago wife decided take weekend getaway celebrate anniversary. told wife would take care everything. booked millennium knickerbocker great location, reasonably priced 4 star hotel spa features. hotel loby seemed nice enough staff seemed fine. problems us started went room. sinus problems, notice smell room, wife say anything wanted go flow ruin weekend. find remote television call down, trying good sports. disappointed realized hotel pool hot tub, swimming relaxing hot tub one reasons go vacation. upon checking hit 250 dollar fee smoking room. wife smoke nothing could get smoking fee. bad enough hit 50 fee missing remote control."
"my husband and i arrived at the swissotel chicago to celebrate our 13th wedding anniversary. we automatically thought our experience would be nice because the pictures on the website and the hotel's brochure intrigued us. boy were wee wrong! upon arrival (at the given and advertised check-in time) our room was not ready. we waited for more than an hour, with our bags in hand. we checked more than twice to see if the room was ready, but the staff was less than ""warm"" both times. after a few frowns and mumbles from the people at the desk in the hotels' lobby, tired and finally arriving to our room, we expected to take a nap and hit the city. we reserved the premier corner king or so we thought. we were supposed to be able to see the lakes and rivers and the skyline. yeah, right! all we saw were the brick side of the other side of the building. in addition, the water in the shower had little pressure. we called the front desk, the phone rang for 21 times before someone answered. my husband said that he thinks that they knew we were the people calling. we requested a better room, but they said that none was available. however, they did have an upgraded room, but we would have to pay some sort of upgrade fee. we could not believe it. my husband felt that we should not ""agitate"" them any further, for fear that they might make things even worse for us: like turn off our air. we threw on some more jeans and headed fro the coffee shop around the corner that had given us refuge before. after returning about 2 hours later, the water pressure was fixed. the room was clean and the bed was plush, but the overall experience (especially the rudeness of the staff) was not good. let's just say that on our next 13th anniversary we won't stay at the swissotel and will tell others to not stay there.
",deceptive,"husband arrived swissotel chicago celebrate 13th wedding anniversary. automatically thought experience would nice pictures website hotel's brochure intrigued us. boy wee wrong! upon arrival (at given advertised check-in time) room ready. waited hour, bags hand. checked twice see room ready, staff less ""warm"" times. frowns mumbles people desk hotels' lobby, tired finally arriving room, expected take nap hit city. reserved premier corner king thought. supposed able see lakes rivers skyline. yeah, right! saw brick side side building. addition, water shower little pressure. called front desk, phone rang 21 times someone answered. husband said thinks knew people calling. requested better room, said none available. however, upgraded room, would pay sort upgrade fee. could believe it. husband felt ""agitate"" further, fear might make things even worse us: like turn air. threw jeans headed fro coffee shop around corner given us refuge before. returning 2 hours later, water pressure fixed. room clean bed plush, overall experience (especially rudeness staff) good. let's say next 13th anniversary stay swissotel tell others stay there."
"i stayed at swissotel chicago for 1 night while on vacation with my girlfriend. our plan was to stay 3 nights there originally but its beauty could not make up for the poor service we received from the front desk associate. we walked in and despite being the only guests waiting to check in, we still stood waiting for 10 minutes while the person at the desk chatted on the phone with someone who was clearly not related to the hotel. once me leaning against the counter finally got her attention, she got off the phone and acted like i was the one at fault. needless to say i will not be staying here again.
",deceptive,"stayed swissotel chicago 1 night vacation girlfriend. plan stay 3 nights originally beauty could make poor service received front desk associate. walked despite guests waiting check in, still stood waiting 10 minutes person desk chatted phone someone clearly related hotel. leaning counter finally got attention, got phone acted like one fault. needless say staying again."
"i stayed at the knickerbocker hotel the last time i visited chicago. i lived in illinois during college, and as i was on a college budget, most of my trips up to the city involved sharing a room at one of the cheaper hotels away from downtown. for my visit back, i decided i would treat myself to a nicer stay than i was used to, so i booked a room at the knickerbocker. everything looked nice when i got there, but for the price i paid, i was really expecting something far above and beyond what i got. maybe i wasn't dressed right, or didn't carry the right luggage, but the front desk clerk was unnecessarily snooty when i checked in. shouldn't a hotel try to make its guests feel welcome? when i stayed at the cheap hotels in college, the front desk employees were always friendly when i checked in and out, and they would give me good tips on the best way to get to the fun things in the city. here, i didn't even want to ask for any tips at the front desk because i didn't want to deal with the eye rolling and ""too important to be bothered"" attitude i got when i checked in. i guess the location was more convenient than the hotels i used to visit, but i really thought that part of the money i was spending on a nice hotel would pay for a pleasant customer service experience. look, obviously i can afford to stay at your hotel, i already booked and paid for the room. even if customer service isn't your number one goal, making money should be pretty high up on the list, and making a paying customer feel unwelcome isn't a very good way to secure return business. i doubt i'll stay here again.
",deceptive,"stayed knickerbocker hotel last time visited chicago. lived illinois college, college budget, trips city involved sharing room one cheaper hotels away downtown. visit back, decided would treat nicer stay used to, booked room knickerbocker. everything looked nice got there, price paid, really expecting something far beyond got. maybe dressed right, carry right luggage, front desk clerk unnecessarily snooty checked in. hotel try make guests feel welcome? stayed cheap hotels college, front desk employees always friendly checked out, would give good tips best way get fun things city. here, even want ask tips front desk want deal eye rolling ""too important bothered"" attitude got checked in. guess location convenient hotels used visit, really thought part money spending nice hotel would pay pleasant customer service experience. look, obviously afford stay hotel, already booked paid room. even customer service number one goal, making money pretty high list, making paying customer feel unwelcome good way secure return business. doubt i'll stay again."
"i was very disappointed with this hotel. i have stayed in other swissotels and enjoyed them very much, but the service can only be described as aloof. there was no warmth during the prolonged checkin procedure, and the woman repeatedly asked me to provide information i had given her minutes ago. precise, indeed. room service took forever to pick up (good sign in a way=busy because they are good), but the food arrived very late and very cold. the man tried to replace it, but than took another hour, and i was never given a price reduction, free dessert, or anything to apologize. as for cleanliness, they must be next to godly, as they knocked on my door at 0800, despite the fact i had a doorknocker requesting no service (i'm a late sleeper.) very disappointed with my stay. this hotel clearly did not help build the chain's reputation.
",deceptive,"disappointed hotel. stayed swissotels enjoyed much, service described aloof. warmth prolonged checkin procedure, woman repeatedly asked provide information given minutes ago. precise, indeed. room service took forever pick (good sign way=busy good), food arrived late cold. man tried replace it, took another hour, never given price reduction, free dessert, anything apologize. cleanliness, must next godly, knocked door 0800, despite fact doorknocker requesting service (i'm late sleeper.) disappointed stay. hotel clearly help build chain's reputation."
"after considering several hotels in the area, my family and i finally decided, unfortunately, on homewood suites, for our long weekend vacation. overall, the experience left much to be desired. the breakfast buffet consisted of cold scrambled eggs and greasy pastries. the linens on one of our beds seemed dirty, and when i told the hotel staff and asked them to be replaced, the woman rolled her eyes and had a very unprofessional attitude. i would not come back here ever.
",deceptive,"considering several hotels area, family finally decided, unfortunately, homewood suites, long weekend vacation. overall, experience left much desired. breakfast buffet consisted cold scrambled eggs greasy pastries. linens one beds seemed dirty, told hotel staff asked replaced, woman rolled eyes unprofessional attitude. would come back ever."
"after a one night stay at the millennium knickerbocker hotel chicago i must say that while i loved chicago i will never go back to this hotel. the problems started in the parking lot, yup before i even got in. there was very little parking available and the area was filled with garbage, broken glass and kids hanging out looking for trouble. upon first entrance the hotel seemed nice but all that changed as we got into the elevator to go up to the room. the elevator made all kinds of noise and the door slammed shut on my arm as i was trying to get the bags out. the hall smelled of smoke and the carpets were warn and dirty looking. when in the room we found that one of the curtains would not pull closed, the heater whistled and when i called the front desk to ask for assistance and fresh pillows i was hung up on. this was only the beginning of our terrible stay. guests where in the hall and banging on walls all night long. the maids started running vacuums before 8 am and seemed to feel that the best way to do it was by hitting the vacuum on the wall with each pass. we could not check out soon enough! we called around and found another hotel to stay in for the remainder of our trip.
",deceptive,"one night stay millennium knickerbocker hotel chicago must say loved chicago never go back hotel. problems started parking lot, yup even got in. little parking available area filled garbage, broken glass kids hanging looking trouble. upon first entrance hotel seemed nice changed got elevator go room. elevator made kinds noise door slammed shut arm trying get bags out. hall smelled smoke carpets warn dirty looking. room found one curtains would pull closed, heater whistled called front desk ask assistance fresh pillows hung on. beginning terrible stay. guests hall banging walls night long. maids started running vacuums 8 seemed feel best way hitting vacuum wall pass. could check soon enough! called around found another hotel stay remainder trip."
"when i arrived at the millennium knickerbocker hotel chicago i was shocked at the poor and dangerous neighborhood it was situated in. this was not the chicago i was hoping for.in addition to that, it looked nothing like it did in the pictures on their website. the paint was faded and chipped, there was a foul odor in the lobby and there was no staff to speak of. after we waited for 15 minutes at the front desk, someone finally came and said that they did not have a reservation under our name. after a long trip, i'm sure you know how aggravating that was. finally i got a manager that knew how to work the computer properly and he brought up our reservation. once we got to our room, it was very small, smelled like smoke and the carpet was severely stained with either wine or blood. also, as we were walking to the room in the hallway, a cockroach walked right across our path like he owned the place. to top it off it seemed everyone staying at the hotel was a gangster or a gambler and his lady for the night. all we heard was lots of frighteningly loud love making and arguments ensuing that even a television could not mask. it was a nightmare. oh yeah, and the shower did have any hot water. we complained to the desk and they said that it was not there fault and that it would be fixed my next week. when we asked for a discount they said that there were no refunds and that we could leave whenever we wanted.
",deceptive,"arrived millennium knickerbocker hotel chicago shocked poor dangerous neighborhood situated in. chicago hoping for.in addition that, looked nothing like pictures website. paint faded chipped, foul odor lobby staff speak of. waited 15 minutes front desk, someone finally came said reservation name. long trip, i'm sure know aggravating was. finally got manager knew work computer properly brought reservation. got room, small, smelled like smoke carpet severely stained either wine blood. also, walking room hallway, cockroach walked right across path like owned place. top seemed everyone staying hotel gangster gambler lady night. heard lots frighteningly loud love making arguments ensuing even television could mask. nightmare. oh yeah, shower hot water. complained desk said fault would fixed next week. asked discount said refunds could leave whenever wanted."
"we planned a fun time for our kids this summer by booking a kids suite at the swissotel chicago. our fun time was not exactly that. upon arriving for our weekend getaway, we find that the reservations we made online and the confirmation we held in our hand for a kids suite, did not mean a thing. apparently, there were none of the kids suites available. the kids suite is supposed to have things to keep the kids happy when they are in the room: coloring, video games, etc. no one at the front desk could explain to us why there were no kids suites available. whatever. so, we took a regular suite with the promise that we would be moved as soon as one became available. guess what? we spent the whole weekend in the same room. yes, the staff apologized, but no one seemed overly concerned that our children were dissapointed and no compensation or extras were offered to make us less cranky about it. other than that and the fact the none of the hotel staff was very friendly, the rooms were clean. we did not spend a lot of time in the hotel, but i will not be booking a room here again. the staff did not impress me at all and we did not feel like we were treated well at all.
",deceptive,"planned fun time kids summer booking kids suite swissotel chicago. fun time exactly that. upon arriving weekend getaway, find reservations made online confirmation held hand kids suite, mean thing. apparently, none kids suites available. kids suite supposed things keep kids happy room: coloring, video games, etc. one front desk could explain us kids suites available. whatever. so, took regular suite promise would moved soon one became available. guess what? spent whole weekend room. yes, staff apologized, one seemed overly concerned children dissapointed compensation extras offered make us less cranky it. fact none hotel staff friendly, rooms clean. spend lot time hotel, booking room again. staff impress feel like treated well all."
"i stayed three nights recently at the hilton homewood suites- downtown chicago. overall i can't rate this establishment highly. the person at the front desk was disorganized- and took over 10 minutes even to find my reservation. once i finally got my key, the desk person just thrust the keycard at me like she was happy to be rid of me. it didn't get any better when i got to my suite. the bed was poorly made, and i found a couple of long blonde hairs on one of the pillows. the room was very stuffy, and i swear might have even had a vague pet smell. my shower was not very clean- notable hard water stains on the shower door,and the bathroom sink had a small continuous drip. also, the carpets didn't seem fresh and even had high traffic dirt noticable. i also visited their small gym/workout area and was disappointed there also. it had limited equipment that was in poor repair. the floor in there was even slippery, which made it a definite trip hazard. while the indoor pool looked good, as i dipped into it, the water felt a bit slimy and did not have a good smell. all in all, the amenities, the unfriendly service, and the sub-standard cleanliness makes this hotel one i would definitely not recommend to anyone. when that is paired with their sky high room rates, it's just not a place that should earn any repeat guests.
",deceptive,"stayed three nights recently hilton homewood suites- downtown chicago. overall can't rate establishment highly. person front desk disorganized- took 10 minutes even find reservation. finally got key, desk person thrust keycard like happy rid me. get better got suite. bed poorly made, found couple long blonde hairs one pillows. room stuffy, swear might even vague pet smell. shower clean- notable hard water stains shower door,and bathroom sink small continuous drip. also, carpets seem fresh even high traffic dirt noticable. also visited small gym/workout area disappointed also. limited equipment poor repair. floor even slippery, made definite trip hazard. indoor pool looked good, dipped it, water felt bit slimy good smell. all, amenities, unfriendly service, sub-standard cleanliness makes hotel one would definitely recommend anyone. paired sky high room rates, place earn repeat guests."
"i really had high hopes for homewood suites when i stayed there on a week-long business trip last month. after all, considering their prices (it's technically a hilton), you would expect something above and beyond a typical cut-rate bargain motel. i'll start with the good stuff about the hotel: it's in downtown. now for the bad stuff: first, everyone is rude. i'm not sure if management intentionally hires rude people or if the poisonous culture inside the hotel grinds otherwise decent people into cynical pulp. the bellboy scowled at me in the lobby, was rough with my luggage, and then scowled at me again when i tipped him $5. likewise, the receptionist seemed flustered and in over her head. she had to call her supervisor over *twice* just to check me in, and i had a reservation! apparently she was new, and didn't have much experience using the computer, but that's no excuse: it turned what would have been a two-minute process at a decent hotel into 15 minutes of tedium. sadly, the room was no better than the service. the hot water in the sink did not work, the shower was only lukewarm, and one of the bulbs was dead in the light fixture above the sink. complimentary mood lighting, i guess. the tv was a bust; sure it was an lcd, but the espn logo at the bottom right corner of the screen was burned in and stayed there on every channel. and to top it all off, the bed smelled funny. i called the front desk (at least the phone worked), and asked for fresh sheets. the person i talked to said they'd be right up, but never came. eventually, i gave up. i woke up the next morning to back pain (the bed was about as firm as a marshmallow). i left the room, and made my way through the chilly hallways to the ""complimentary buffet."" literally all the food was bad. even the cereal tasted stale. looking around, everyone in the dinning room appeared to be having a similar experience. the sight of two-dozen disappointed people sipping weak coffee and prodding watered-down scrambled eggs with plastic forks was a sight more becoming of a refugee camp than an expensive hotel. just plain sad. worst part was, it was the same thing for the next four days, too.
",deceptive,"really high hopes homewood suites stayed week-long business trip last month. all, considering prices (it's technically hilton), would expect something beyond typical cut-rate bargain motel. i'll start good stuff hotel: downtown. bad stuff: first, everyone rude. i'm sure management intentionally hires rude people poisonous culture inside hotel grinds otherwise decent people cynical pulp. bellboy scowled lobby, rough luggage, scowled tipped $5. likewise, receptionist seemed flustered head. call supervisor *twice* check in, reservation! apparently new, much experience using computer, that's excuse: turned would two-minute process decent hotel 15 minutes tedium. sadly, room better service. hot water sink work, shower lukewarm, one bulbs dead light fixture sink. complimentary mood lighting, guess. tv bust; sure lcd, espn logo bottom right corner screen burned stayed every channel. top off, bed smelled funny. called front desk (at least phone worked), asked fresh sheets. person talked said they'd right up, never came. eventually, gave up. woke next morning back pain (the bed firm marshmallow). left room, made way chilly hallways ""complimentary buffet."" literally food bad. even cereal tasted stale. looking around, everyone dinning room appeared similar experience. sight two-dozen disappointed people sipping weak coffee prodding watered-down scrambled eggs plastic forks sight becoming refugee camp expensive hotel. plain sad. worst part was, thing next four days, too."
"i recently had the misfortune of staying at the swissotel chicago hotel in illinois, and it was one of the worse travel experiences i have ever had! first off the shuttle that was suppose to pick us up at the air port was late by over an hour! then when the bus finally came, the driver was nice enough but it was clearly his first day on the job since he got lost going back to the hotel. finally when we got to the hotel they didn;t seem to have our reservation for the 2nd room. (my wife and i stay in one room, our teenage girls usually stay in their own room.) so after the very rude clerk at the corner did nothing to help us we were forced to pack into one room. we would have rented another room but they had no vacancies left. they hotel did have a large occupancy rate, but that only slowed up everything else. our room service was late almost everytime we ordered, and the hotel restaurant never had a wait less then 45 mins. the quality of the room was fair enough, but it was almost impossible to get room service, we could not get fresh towels for almost 2 days! we were suppose to stay for a week, we left after 4 days and found a different hotel to stay at. i would not recommend this place to anyone! stay away!
",deceptive,"recently misfortune staying swissotel chicago hotel illinois, one worse travel experiences ever had! first shuttle suppose pick us air port late hour! bus finally came, driver nice enough clearly first day job since got lost going back hotel. finally got hotel didn;t seem reservation 2nd room. (my wife stay one room, teenage girls usually stay room.) rude clerk corner nothing help us forced pack one room. would rented another room vacancies left. hotel large occupancy rate, slowed everything else. room service late almost everytime ordered, hotel restaurant never wait less 45 mins. quality room fair enough, almost impossible get room service, could get fresh towels almost 2 days! suppose stay week, left 4 days found different hotel stay at. would recommend place anyone! stay away!"
"when i walked into the millennium knickerbocker hotel, my first thought was ,""wow this is very yellow"", and not the good kind of yellow like a sunny day, no the ugly yellow that you would want to wash off your pretty white blouse. my room was fairly descent although the yellow theme seemed to leak in. it was a victorian feeling in the lobby that turned into a modern feeling in the rooms and bathrooms. i would have liked to see less yellow and maybe a bit more of that fancy feeling from the lobby in the rooms.
",deceptive,"walked millennium knickerbocker hotel, first thought ,""wow yellow"", good kind yellow like sunny day, ugly yellow would want wash pretty white blouse. room fairly descent although yellow theme seemed leak in. victorian feeling lobby turned modern feeling rooms bathrooms. would liked see less yellow maybe bit fancy feeling lobby rooms."
"i recently stayed at the sheraton chicago hotel. it was my first time staying at this hotel and, i am sorry to say, it was my last time staying there. one of my main issues with this hotel was the amount of noise. the walls must be very thin because lying in bed at night i could hear my neighbors in the next room talking. although i could not quite make out the words of their conversations, i could definitely hear their voices as more than just a murmer. in addition, i was awakened several times by people conversing in the hallway as they walked by my door, presumably on the way to their rooms. admittedly, i am a light sleeper, but this was ridiculous. if you decide to stay here, i suggest that you check your bill very carefully before check out. when i checked mine, i found that i was being charged a rate higher than the one that i was supposed to be charged. i had to wait in line at the front desk for someone to help me (and the front desk service is woefully slow) and finally had to ask to speak to a supervisor before the error could be corrected. finally, though i had been told upon check-in that my room had been recently updated, i cannot believe that statement was accurate. the room appeared to be rather dated in its furnishings and decor and the carpet appeared to be somewhat worn. all in all, i round my stay at this hotel to be disappointing. next time i will arrange to stay elsewhere.
",deceptive,"recently stayed sheraton chicago hotel. first time staying hotel and, sorry say, last time staying there. one main issues hotel amount noise. walls must thin lying bed night could hear neighbors next room talking. although could quite make words conversations, could definitely hear voices murmer. addition, awakened several times people conversing hallway walked door, presumably way rooms. admittedly, light sleeper, ridiculous. decide stay here, suggest check bill carefully check out. checked mine, found charged rate higher one supposed charged. wait line front desk someone help (and front desk service woefully slow) finally ask speak supervisor error could corrected. finally, though told upon check-in room recently updated, cannot believe statement accurate. room appeared rather dated furnishings decor carpet appeared somewhat worn. all, round stay hotel disappointing. next time arrange stay elsewhere."
"the sheraton chicago is not the place to be if you want to experience chicago. there are no customer services to provide you with ideas of what to do, and there aren't even any shuttles that will bring you around town. the food in the restaurant at the hotel serves mediocre burgers and fries, and makes no attempt to emulate the chicago culture. there are a million other hotels in chicago, and this is one of the most average. the rooms are fairly decent sized, but they lack amenities like wi-fi and mini bars. the view is nothing special, and the concierge is anything but responsive to phone calls.
",deceptive,"sheraton chicago place want experience chicago. customer services provide ideas do, even shuttles bring around town. food restaurant hotel serves mediocre burgers fries, makes attempt emulate chicago culture. million hotels chicago, one average. rooms fairly decent sized, lack amenities like wi-fi mini bars. view nothing special, concierge anything responsive phone calls."
"the millennium hotel knickerbocker sounds fine, and the website is pretty, but the reality is an over-hyped, overpriced, reality-isn't-as-good-as-fantasy package. the catering they offer is a joke; you can pick up better food for half the price at a dozen or more places in the chicago area. while the rooms were cleaner than most, there was a lingering unpleasant odor from the cleaners they used that aggravated my sinuses, and when i called to complain about it, a nasal-voiced clerk blew me off. the rooms look small but cozy when you book online, but when you get there in person, you realize just how tiny they are. trying to fit inside of one makes you think of being in a sardine can -- did i mention that it smelled like cleaning solution? i also found a hair on my supposedly clean bed, which made me wonder just how thorough their housekeeping staff is. in fact, it looks like all of their rooms are comparatively small; you'd get better prices and a far better room from the hilton.
",deceptive,"millennium hotel knickerbocker sounds fine, website pretty, reality over-hyped, overpriced, reality-isn't-as-good-as-fantasy package. catering offer joke; pick better food half price dozen places chicago area. rooms cleaner most, lingering unpleasant odor cleaners used aggravated sinuses, called complain it, nasal-voiced clerk blew off. rooms look small cozy book online, get person, realize tiny are. trying fit inside one makes think sardine -- mention smelled like cleaning solution? also found hair supposedly clean bed, made wonder thorough housekeeping staff is. fact, looks like rooms comparatively small; get better prices far better room hilton."
"whatever you do, do not stay at the homewood suites in downtown chicago. i made that mistake, and it was terrible! the bed linens were obviously not clean - there was even a stain on the comforter - and the housekeeping staff there absolutely did not care about doing a good job. our room was only ""cleaned"" twice in a week's stay, and even then only the barest minimum of effort seemed to go into it. they didn't even empty the trash cans! as for the ""in-suite"" kitchen, it was awful. we were hoping to save money by cooking in our room, but with one broken eye on the stove and a nasty, greasy microwave? it seemed a better idea to eat out, and avoid any more unpleasant surprises from their lackluster in-house food. i didn't hear good things about their breakfast offerings, anyways. if i were you, i'd avoid this place like the plague. i know i'm certainly never going back!
",deceptive,"whatever do, stay homewood suites downtown chicago. made mistake, terrible! bed linens obviously clean - even stain comforter - housekeeping staff absolutely care good job. room ""cleaned"" twice week's stay, even barest minimum effort seemed go it. even empty trash cans! ""in-suite"" kitchen, awful. hoping save money cooking room, one broken eye stove nasty, greasy microwave? seemed better idea eat out, avoid unpleasant surprises lackluster in-house food. hear good things breakfast offerings, anyways. you, i'd avoid place like plague. know i'm certainly never going back!"
